Name,Price,Year,Style,Made In,Kilometer,Province,District,Gearbox,Fuel,Description
Kia Cerato 2.0 AT Premium 2019,505 triệu,2019,Sedan,Trong nước,60.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Cerato 2.0 Pre 2019, kiểu dáng hiện đại, Tiện nghi đầy đủ, đi rất lành và đặc biệt tiết kiệm nhiên liệu. Thân vỏ form xe cực đẹp, Nội thất mới tinh từng chi tiết. Odo: 6 vạn km, động cơ hộp số zin từng con ốc, máy êm tình trạng vận hành rất tốt. Film cách nhiệt full kính, Cam hành trình.. Option đầy đủ: Cửa nóc, cốp điện, ghế điện, Cruisercontrol, 3 chế độ lái, Cân bằng điện tử, đèn Bi Led, túi khí quanh xe... Hệ thống an toàn đầy đủ. Giá bán 505 triệu, full bảo dưỡng, xe đẹp bao check. Hỗ trợ Bank nhanh gọn, lãi suất ưu đãi. Các bác nhu cầu gọi em Vương. 5 Trần vỹ, Cầu giấy, Hà nội."
Ford EcoSport Titanium 1.5L AT 2018,415 triệu,2018,Hatchback,Trong nước,54.000 km,Tp.HCM,Quận 2,Số tự động,Máy xăng,"Ford EcoSport 1.5L AT 2018. Odo: 54xxx Km. Sx: Việt Nam. Màu: Nâu. Bks: 43A-xxx. Xe cá nhân uỷ quyền. Hổ trợ rút hồ sơ và đăng ký sang tên. - Xe đẹp, máy móc nguyên bản, nội thất sạch sẽ. - Xe đã được kiểm tra kỹ lưỡng trước khi giao cho khách hàng. Cam kết không đâm đụng (ảnh hương kết cấu khung gầm zin) không thuỷ kích (số máy zin) máy động cơ nguyên zin (chưa bung bổ). Đặc biệt ODO không tua. Xem xe và thương lượng tại đại lý Ford Phú Mỹ. Trường Anh used car trân trọng."
Ford Escape 2.3L XLS 2012,335 triệu,2012,SUV,Trong nước,60.000 km,Tp.HCM,Tân Phú,Số tự động,Máy xăng,"Ford Escape siêu lướt 6 vạn, xe loanh quanh Sài Gòn ko có chạy đi đâu xa hết. Bao đẹp bao zin luôn. Nay đổi qua Everest 7 chỗ nên mới bán và đổi xe thôi. Xe đã trang bị nhiều đồ lắm rồi, chạy ngon và rất ổn định, do nhu cầu nên mới đổi thôi, đổi tiếc lắm luôn ấy. Ai mua đc chiếc này thì quá ngon luôn. Thiện chí liên hệ Thành."
Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 435 triệu,2023,SUV,Nhập khẩu,10.000 km,Tp.HCM,Tân Phú,Số tự động,Máy dầu,"Ford Everest NextGen Bi-Turbo Titanium 2 cầu Số tự động đời 2023 mua để sử dụng tuy nhiên do thay đổi và định cư nước ngoài nên Thanh lý lại cho bên hãng Ford. Xe mới chạy có 30.000km thôi. Xe zin 100% toàn bộ, đi gia đình nên giữ rất kỹ. Bán lỗ cũng tiếc lắm mà do nhu cầu nên phải bán. Đã trang bị full đồ rồi xe để đi gia đình nên chăm xe và giữ gìn lắm luôn. Bà con thiện chí thì cứ liên hệ trực tiếp để trao đổi giá. Xe như mới luôn ko khác gì. Còn bảo hành của Ford Việt nam 3 năm luôn. Nên đảm bảo chất lượng lắm. Liên hệ trực tiếp để thương thảo giá nhé. Vì muốn bán cho đúng người sử dụng nên ko tiếp cò lái."
Kia K3 1.6 Luxury 2021,545 triệu,2021,Sedan,Trong nước,50.000 km,Hải Phòng,Kiến An,Số tự động,Máy xăng,"Kia K3 2021 luxury odo 5 vạn km. Bán 545 triệu. Auto 8X- Mua là Thích. ✓ Hỗ trợ bank 50% - 70% giá trị xe. ✓ Địa chỉ: 574 Trường Chinh, Kiến An, Hải Phòng. Văn bản cam kết. - Xe không bị tai nạn. - Xe không bị ngập nước. - Xe không phạt nguội. - Giấy tờ pháp lý hợp lệ, không tranh chấp, cầm cố. Hotline: 0789326666."
VinFast LUX SA2.0 2019,650 triệu,2019,SUV,Trong nước,62.000 km,Hải Phòng,Kiến An,Số tự động,Máy xăng,"Vinfast Lux SA sản xuất 2019 đki 2020 odo 6,2 vạn full hãng lên đèn bi đôi, cốp điện. Bán 650 triệu. Auto 8X- Mua là Thích. ✓ Hỗ trợ bank 50% - 70% giá trị xe. ✓ Địa chỉ: 574 Trường Chinh, Kiến An, Hải Phòng. Văn bản cam kết. - Xe không bị tai nạn. - Xe không bị ngập nước. - Xe không phạt nguội. - Giấy tờ pháp lý hợp lệ, không tranh chấp, cầm cố. Hotline: 0789326666."
Toyota Innova 2.0G 2017,566 triệu,2017,MPV,Trong nước,88.555 km,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,"Xe mới về Showroom Toyota Sure Đông Sài Gòn. - Loại xe: Innova số tự động, 2017, Màu đồng ánh kim, đi 88.555km. Trang bị theo xe có: Dán phim cách nhiệt, lót sàn, ghế da, che mưa,... - -----------------------. Xe đã qua 176 hạng mục kiểm tra của hãng Toyota. Cam kết chất lượng. Không đâm đụng, ngập nước. Giấy Tờ Xe Pháp Lý Rõ Ràng. Có hỗ trợ ngân hàng với lãi suất chỉ từ 6,49%/ năm. Thu Cũ - Đổi Mới - Lên Đời Xe Với Giá Cực Tốt. - ----------------------. ☎ 0979891642 Thùy Phương Toyota. Liên hệ em nhé."
Ford Focus 1.5L EcoBoost Sport 2019,538 triệu,2019,Hatchback,Trong nước,55.000 km,Tp.HCM,Tân Bình,Số tự động,Máy xăng,"Do nhu cầu đổi xe khác rộng hơn nên bán Ford Focus 2019 bản S Hatchback cực đẹp - đã lên Body RS. - Odo 55.000km. - Full lịch sử bảo dưỡng hãng. - Xe được trang bị film cách nhiệt, camera hành trình Vietmap TS-2K, HUD H1as Vietmap, lót sàn, bodykit RS (cản trước + sau + cánh gió), lót cốp nhựa đúc, tặng thêm các bác bộ áp suất lốp chưa gắn,.... - Giá bán 538.000.000₫ (bao toàn bộ thuế phí sang tên tại SG và đăng kiểm mới giữ lại body RS). Hotline 0969594970."
Mercedes-Benz C200 Avantgarde 2022,1 tỉ 350 triệu,2022,Sedan,Trong nước,13.000 km,Cần Thơ,Ninh Kiều,Số tự động,Máy xăng,"C200 Anvantgarde V1 - Xe lướt chính hãng. - Màu đen nội thất đen. - Odo: Hơn 13.000km. Đảm bảo: - Chính hãng theo đúng chuẩn của Mercedes-Benz. - Kiểm tra 110 điểm tiêu chuẩn của Mercedes-Benz. - Còn bảo hành dài hạn. - Xe từ đại lý không thu xe ngoài để bán. - Nguồn gốc rõ ràng. - Xuất hoá đơn đầy đủ. - Quyền lợi như xe. ==============. Hỗ trợ xem xe và lái thử tận nhà. Hỗ trợ mua qua ngân hàng đến 70% giá trị xe. * Quý khách vui lòng liên hệ hotline tư vấn, nhận thông tin khuyến mãi và ưu đãi. Gửi tin nhắn cho người bán."
Porsche Macan 2.0 2020,2 tỉ 699 triệu,2020,SUV,Nhập khẩu,27.777 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,PORSCHE MACAN.
Mercedes-Benz C200 Avantgarde 2021,1 tỉ 259 triệu,2021,Sedan,Trong nước,8.888 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,MERCEDES C200 AVANTGARDE.
Ford EcoSport Titanium 1.5L AT 2016,335 triệu,2016,Crossover,Trong nước,134.000 km,Tp.HCM,Quận 2,Số tự động,Máy xăng,"* Ford EcoSport Titanium 1.5 AT. Xuất xưởng 2016. Màu: Xám. Odo: 134 k km. Option: Camera hành trình trước sau, camera 360’, hắc kính hiển thị tốc độ, gương gặp điện, áp suất lốp, cụm đèn Bixenon Taiwan chính hãng, Film 3M crystalline, Cách âm gầm máy nội thất, lọc gió Nk. Xe cty xuất HĐ. Xin liên hệ trước khi xem xe. Trường Anh Used car trân trọng."
Mazda 3 Sedan 1.5L Luxury 2019,485 triệu,2019,Sedan,Trong nước,51.689 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. Đã có mặt tại auto. Mazda 3 1.5 luxury sx 2019 một chủ từ mới. Chạy 5 vạn full lịch sử hãng mới quá ạ. Chủ xe đã gián kính 3M, thảm trải sàn 6D. Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Hyundai Elantra 2.0 AT Cao cấp 2019,485 triệu,2019,Sedan,Trong nước,48.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Hàng Mới Về. Huyndai ELANTRA 2.0AT 2019 bản full. Biển Tỉnh, Tên tư nhân, 1 chủ từ mới. Odo 6.6 vạn km zin, Full lịch sử hãng. Cam kết máy móc keo chỉ nguyên zin. Xe không tai nạn, không ngập nước.... Xe siêu đẹp, check mọi miền tổ quốc. Lỗi đốt xe. Tài chính 495 triệu. 0906 023 679 (zalo)_Thắng Nguyễn. Địa chỉ: 399 Nguyễn Xiển, Hà Nội."
Toyota Innova 2.0E 2018,465 triệu,2018,Van/Minivan,Trong nước,80.000 km,Hà Nội,Thanh Xuân,Số sàn,Máy xăng,"Hàng mới về lên ảnh mộc luôn ae Innova 2.0E 2018 tư nhân đã lên màn cam lùi, cam hành trình, cảm biến, ghế da... Cam kết xe không đâm va, không ngập nước bổ máy bao check test theo yêu cầu. Hỗ trợ trả góp toàn quốc lên tới 70% thủ tục sang tên nhanh gọn. Salon Tâm Đức. CS1: 262 Nguyễn Xiển, Thanh Xuân, HN. CS2: 10 Khu Tân Mai, Xuân Mai, Chương Mỹ, HN. Mr. Đức: 0973710256. Odo: 80.000km. Giá: 465tr."
Ford Ranger Wildtrak 3.2 4x4 AT 2016,530 triệu,2016,Bán Tải,Nhập khẩu,86.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,"Hàng mới về Wildtrak 3.2 2016 sync3 biển HN lốp mới đăng kiểm dài, nắp thùng cao đã hoán cải, options ghế điện, cruise controls... Cam kết xe không đâm va, không ngập nước bổ máy bao check test theo yêu cầu. Hỗ trợ trả góp toàn quốc lên tới 70% thủ tục sang tên nhanh gọn. Salon Tâm Đức. CS1: 262 Nguyễn Xiển, Thanh Xuân, HN. CS2: 10 Khu Tân Mai, Xuân Mai, Chương Mỹ, HN. Mr. Đức: 0973710256. Odo: 86.000km. Giá: 530tr."
Mazda 3 Sedan 1.5L Luxury 2019,469 triệu,2019,Sedan,Trong nước,56.899 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. 0922.966.966. Đã có mặt tại auto. Mazda 3 1.5 sx 2019 luxury chạy 6 vạn, 1 chủ từ mới, màu xám grey rất đẹp. Chủ xe đã gián kính 3M, thảm trải sàn 6D. Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Mazda 3 Sedan 1.5L Luxury 2022,579 triệu,2022,Sedan,Trong nước,39.899 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. 0922.966.966. Đã có mặt tại auto. Mazda 3 1.5 sx 2022 luxury chạy 4 vạn full lịch sử hãng, 1 chủ từ mới, lốp theo xe còn cả giàn sơ cua chưa hạ. Chủ xe đã gián kính 3M, thảm trải sàn 6D, Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Mazda 3 2.0L Sedan 2016,399 triệu,2016,Sedan,Trong nước,91.268 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. 0922.966.966. Đã có mặt tại auto. Mazda 3 2.0 sx 2016 chạy 9 vạn km màu xanh thiên thanh rất mới. Với bản 2.0 thì đã có trang bị ghế điện, đèn biled, rửa đèn pha, vành 18inh, hub kính. Chủ xe đã gián kính 3M, thảm trải sàn 6D, Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Mazda CX-5 2.5 2WD 2017,539 triệu,2017,SUV,Trong nước,91.689 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. 0922.966.966. Đã có mặt tại auto. Mazda cx5 2.5 sx 2017 chạy 9 vạn km, một chủ từ mới, sơ cua chưa hạ, nội ngoại thất còn rất mới. Oppition: 2 ghế điện, 10 loa bose, Chủ xe đã gián kính 3M, thảm trải sàn 6D, Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Hyundai Accent 1.4 AT Đặc biệt 2019,399 triệu,2019,Sedan,Trong nước,71.689 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. 0922.966.966. Đã có mặt tại auto. Huyndai accent 1.4 ATH sx 2019 chạy 7 vạn km, một chủ từ mới, sơ cua chưa hạ, nội ngoại thất còn rất mới. Chủ xe đã gián kính 3M, thảm trải sàn 6D, Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Mazda 3 Sedan 1.5L Deluxe 2020,505 triệu,2020,Sedan,Trong nước,41.689 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"THUẬN HÀ AUTO. 399 NGUYỄN XIỂN, HOÀNG MAI, HÀ NỘI. 0922.966.966. Đã có mặt tại auto. Mazda 3 1.5 dulexe sx 2020 một chủ từ mới. Chạy 4 vạn full lịch sử hãng mới quá ạ. Chủ xe đã gián kính 3M, thảm trải sàn 6D. Uy tín. Giao dịch nhanh chóng. Bảo hành sau bán. Giá ưu đãi, hợp lý. Hỗ trợ vay ngân hàng lãi suất thấp. THUẬN HÀ AUTO - UY TÍN TẠO NIỀM TIN."
Kia Rondo 2.0 GMT 2020,385 triệu,2020,SUV,Trong nước,73.000 km,Sơn La,Sơn La,Số sàn,Máy xăng,"Hàng vừa cập bến; Kia Rondo 2.0MT 2020 tư nhân một chủ từ mới, đi 7.5 vạn Kilomet full lịch sử hãng, xe rất mới đẹp và giá cả hợp lý lắm. Ai chốt alo cọc luôn giá tốt. Lh; 0906 023 679. HUNG QUY AUTO - ""Xe lướt giá tốt cho mọi nhà"".: Địa chỉ duy nhất: Số 399 Nguyễn Xiển, Hoàng Mai, HN. ______________________. CAM KẾT BẢO HÀNH: Khung gầm nguyên bản, không đâm đụng tai nạn. Máy động cơ, hộp số nguyên bản ko đại tu tháo dỡ, không ngập nước. Thủ tục nhanh gọn. - Hỗ trợ cho mua trả góp. - Hỗ trợ rút hồ sơ, sang tên đổi chủ. - Hùng Quý Auto chuyên xe lướt, uy tín niềm tin và trách nhiệm, nói không với xe lỗi.."
Kia Morning 1.25 MT 2014,148 triệu,2014,Hatchback,Trong nước,100.000 km,Hưng Yên,Khoái Châu,Số sàn,Máy xăng,"Kia Morning EX 1.25 MT 2014- bản base, biển 90. Xe đẹp, chất, không lỗi,, không tacxi. Đồ chơi đủ hết. Nội ngoại thất tươi mới. Alo để đc giá tốt 0976488024. - 0974924256. Xem xe Khoái Châu - Hưng Yên."
