car_name,car_price,year,style,madein,kilometer,province,district,gearbox,fuel,descri
Mercedes-Benz GLC 300 4Matic 2022,1858000000,2022,SUV,Trong nước,16789,Tp.HCM,Quận 7,Số tự động,Máy xăng,"#MercedesGLC3004MATIC Model 2022 Odo. 16.789 Cây (Siêu siêu lướt). Màu Trắng /Nội thất đen. Tên Cty xuất hoá đơn. Động cơ tăng áp I4 2.0L cho công suất 258 mã lực cùng hộp số tự động 9 cấp và hệ dẫn động 4 bánh toàn thời gian. Trang bị: Đèn pha MultiBeam, mâm AMG 19 inch, 13 loa Burm, ghế da Artico cao cấp, nội thất ốp gỗ sồi, đèn viền nội thất 64 màu, Apple Carplay, keyless go, cửa sổ trời panorama, cam 360,.. Bảo hành chính hãng không giới hạn km, Bao test hãng Toàn Quốc. Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp. CAM KẾT: Xe không đâm đụng, không ngập nước, km chuẩn. Ngân hàng hỗ trợ 70% 90%. Giá tham khảo: 1. Tỷ 858 VND. Hotline Inbox Zalo. : 0966876509 (HÀ TẤN PHÁT). Salon Good Car Always like new. 290 Nguyễn Văn Linh, Bình Thuận, Quận 7, TPHCM."
Jaguar F Type 2014,2599000000,2014,Coupe,Nhập khẩu,10000,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Jaguar FType sx 2014 đi 10 ngàn km. 340 hp. Cánh gió chỉnh điện. Ống xả thể thao kích thích thính giác. Mâm 19”. Ghế xe đua. Và nhiều điều thú vị khác chờ chủ nhân mới trãi nghiệm. Gía chào bán 2 tỷ 599 triệu. ———————————————. WashUp Mua bán và detailing ô tô chuyên nghiệp. Huy Kha 0907000066. 125127 đường số 10 phường Tân phong quận 7, phú Mỹ Hưng. Xe đảm bảo ko đâm đụng, ngập nước. Bao test hãng. Bao bank, duyệt hồ sơ trong ngày."
Kia Carens 1.5L Luxury 2023,629000000,2023,SUV,Trong nước,33000,Hà Nội,Sóc Sơn,Số tự động,Máy xăng,"Kia Caren Luxury 2023! Tư nhân 1 chủ. Chuẩn odo 3,3 vạn. 4 Lốp theo xe. Sơ cua chớm hạ. Dán kính trải sàn. Keo chỉ zin. Máy số zin. Cam kết không tai nạn. Cam kết không ngập nước. Netcar auto cam kết bằng văn bản 5 tiêu chí. Nếu sai xin hoàn tiền check và cọc. ️ Xe không ngập nước. ️ Xe không bổ máy. ️ Xe không tai nạn ảnh hưởng đến khung, gầm. ️ Keo chỉ còn zin theo xe. ️ Pháp lý rõ ràng, hồ sơ đẩy đủ sang tên. Xe bán ra luôn được bảo hành hỗ trợ, tư vấn. Netcar mang cả tâm huyết vào từng chiếc xe. Inox để nhận đc full video xe và hình ảnh. Hỗ trợ trả góp 70% giá trị xe."
Lexus RX 350L 2019,3050000000,2019,SUV,Nhập khẩu,80000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"Lexus Rx350L(7 chỗ) sx2019 đen nội thất nâu, chạy 8v full lịch sử bảo dưỡng. Liên hệ trực tiếp để biết thông tin chi tiết. Hỗ trợ trả góp 70% lãi suất thấp. Hotline/zalo 0944 33 88 99."
Mercedes-Benz S450L 4Matic 2019,2350000000,2019,Sedan,Trong nước,33000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"S450L sx2019 đen nội thất nâu, Chạy 3 vạn km, Hotline/zalo 0944 33 88 99."
BMW 730Li 2011,635000000,2011,Sedan,Nhập khẩu,83000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"BMW 730 sx2011, đen nội thất kem, chạy hơn 8v km, chạy cực sướng. Gi. Á hơn 600tr xíu thôi. Liên hệ trực tiếp hoặc nhắn tin Zalo. Hotline/zalo 0944 33 88 99."
Hyundai Tucson 2.0 Đặc biệt 2020,710000000,2020,SUV,Trong nước,61000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"Hyundai Tucson sx2020 2.0 xăng, bản đặc biệt ATH. Xe dc trang bị: Cửa sổ trời toàn cảnh Panorama, 2 ghế điện, cốp điện, sạc không dây, Cruise conội thấtrol, phanh tay điện tử, hỗ trợ xuống dốc, 6 túi khí, lazang 18inch, đèn pha led cực sáng.. Cam kết về chất lượng, hỗ trợ trả góp 70% lãi suất thấp. Hotline/zalo 0944 33 88 99."
Ford Ranger XLS 2.2 4x2 AT 2023,665000000,2023,Bán Tải,Trong nước,25000,Bắc Ninh,Bắc Ninh,Số tự động,Máy dầu,"Ranger xls 2023 tại Bắc Giang, xe cực đẹp, Khung gầm cao chỉ động cơ nguyên bản hỗ trợ trả góp 70% tronh 7 năm."
Mitsubishi Xpander Cross 1.5 AT 2023,670000000,2023,SUV,Nhập khẩu,11000,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Xpander Cross Nâu nhập indo. Odo 11.000km Sơn zin cả xe. Biển số 61K trắng. CCB. Giá 670Tr. Xe qua sử dụng bảo hành chính hãng Mitsubishi. Cam kết 3 không: Không đâm đụng. Không ngập nước. Không tua đồng hồ. Hỗ trợ trả góp qua ngân hàng 75%.
Kia Rondo 2015,385000000,2015,Hatchback,Nhập khẩu,12000,Tp.HCM,Gò Vấp,Số tự động,Máy dầu,"Bán xe bán xe kia rondo 7 chỗ zin 90 % xe nhà sử dụng ký, đầy đủ chức năng hoạt động tốt, mới bảo dưỡng định kỳ, có đổi xe hổ trợ ngân hàng, có hoa hồng cho người giới thiệu, xem xe tại 279C Nguyễn Tri Phương phường Bửu Hòa Biên Hòa ĐN hoặc cầu vượt linh xuân thủ đức tphcm."
Mercedes-Benz S450 4Matic Luxury 2022,4598000000,2022,Sedan,Nhập khẩu,12345,Tp.HCM,Quận 7,Số tự động,Máy xăng,"#MercdesS450Luxury 4Matic model 2023 Odo 12.345 Cây (Xe Nhập Thái). Màu đen / nội thất đen. Sử động động cơ I6 3.0L cho công suất cực đại 367 mã lực, dẫn động 4 bánh. Các trang bị nổi bật: Đèn MultiBeam, mâm 20 inch, nội thất da nappa, ốp vân carbon, màn hình cảm ứng OLED 12,8 inch, 15 loa Burmester, ghế massage có sưởi/làm mát, đèn nội thất 64 màu, 2 hình sau, cam 360,.. Bảo hành chính hãng không giới hạn km, Bao test hãng Toàn Quốc. Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp. CAM KẾT: Xe không đâm đụng, không ngập nước, km chuẩn. Ngân hàng hỗ trợ 70% 90%. Giá tham khảo: 4. Tỷ 598 VND. 0966876509 (HÀ TẤN PHÁT). Salon Good Car Always like new. 290 Nguyễn Văn Linh, Bình Thuận, Quận 7, TPHCM."
Porsche Cayenne Turbo 2014,1290000000,2014,SUV,Nhập khẩu,74000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"Porsche Cayenne sản xuất 2014 chạy 7,4v km khẳng định thị trường hiếm có chiếc nào đẹp thế này. Bản Platinum Edition(nhiều đồ hơn bản thường): Nội thất nổi bật hai tông màu đen và be, tay lái thể thao SportDesign tích hợp cần số, tựa đầu và thảm sàn nổi bật với viền màu be. Ở bậc cửa xuất hiện bảng hiệu bằng kim loại “ Platinum Edition”. Có hệ thống dẫn đường, hệ thống quản lý thông tin Porsche với định vị GPS, âm thanh Bose 14 loa, ghế trước có chức năng sưởi, cửa sổ trời, cụm đèn pha bixenon và hệ thống hỗ trợ đỗ xe (Park Assist fronội thất and rear).. Động cơ V6 3,6 lít, sản sinh công suất tối đa 300 mã lực, momen xoắn cực đại 400 Nm. Chiếc xe có khả năng tăng tốc từ 0 đến 100 km/h trong vòng 7,4s. Liên hệ trực tiếp để biết thông tin chi tiết. Cam kết về chất lượng, hỗ trợ sang tên đổi chủ, làm ngân hàng!"
Mercedes-Benz Vito 2013,205000000,2013,Bán Tải,Nhập khẩu,160000,Hà Nội,Hà Đông,Số sàn,Máy dầu,Bán mec vito sx 2013 sơn nguyên bản 3 chỗ 800kg máy cực gon điều hòa mát sâu lốp mới xe chính chủ.
Ford Focus 1.8L 2012,200000000,2012,Hatchback,Trong nước,120000,Hà Nội,Hà Đông,Số tự động,Máy xăng,"Ford Focus sx 2012 số tự động 5 chỗ ngồi cực rộng dãi và đầm chắc nhất phân khúc hạng C maý 1.8 săng ăn 8 it. Xe đẹp xuất sắc. Máy số zin. Cam kết xe không tai nạn, ngập nước. Giấy tờ pháp lý minh bạch chính chủ."
Hyundai Grand Starex 2005,95000000,2005,Minibus,Nhập khẩu,160000,Hà Nội,Ba Đình,Số sàn,Máy dầu,"Bán Starex sx 2005 dầu 6 chỗ 800kg. Xe nguyên bản, máy êm không khói. Địa chỉ xem xe: Ba Đình, Hà Nội."
Audi A6 45 TFSI 2021,1699000000,2021,Sedan,Nhập khẩu,22000,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Audi A6 45TFSI sx 2021 đăng ký 2022 đi 22 ngàn full lịch sử hãng còn PPF nguyên xe. Gía 1 tỷ 699 triệu. ———————————————. ‍ HuyKha 0907000066. WashUp Mua bán và detailing ô tô chuyên nghiệp. 125127 đường số 10 phường Tân phong quận 7, phú Mỹ Hưng. Xe đảm bảo ko đâm đụng, ngập nước. Bao test hãng. Bao bank, duyệt hồ sơ trong ngày."
Toyota Camry GLi 2001,110000000,2001,Sedan,Trong nước,20,Hà Nội,Hà Đông,Số sàn,Máy xăng,Bán camry sx 2001 xe đẹp máy chất điều hòa mát đăng kiểm mới.
Hyundai Starex 2.4 MT 2004,70000000,2004,Van/Minivan,Nhập khẩu,160000,Hà Nội,Hà Đông,Số sàn,Máy dầu,\4Hyundai Starex 2004 máy dầu 6 chỗ 800kg xe đẹp máy êm ko khói đhoa cực mát xe cc miễn TG. Starex 2004 dầu 3 chỗ 900kg ko lỗi ko khói máy êm.
Mercedes-Benz Vito 2013,205000000,2013,Bán Tải,Nhập khẩu,160000,Hà Nội,Hà Đông,Số sàn,Máy dầu,Bán mec vito sx 2013 sơn nguyên bản 3 chỗ 800kg máy cực gon điều hòa mát sâu lốp mới xe chính chủ.
Mercedes-Benz E250 E250 2018,1130000000,2018,Sedan,Trong nước,64000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"E250 sản xuất 2018, đen nội thất nâu, chạy hơn 6 vạn km, chủ xe độ gần 200tr tiền đồ chơi. Cam kết về chất lượng, hỗ trợ trả góp 75% lãi suất thấp."
BMW 320i 2016,599000000,2016,Sedan,Nhập khẩu,79000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"BMW 320 sản xuất 2016, đỏ nội thất kem, chạy chưa đến 8 vạn siêu đẹp. Cam kết về chất lượng, hỗ trợ trả góp 70% lãi suất thấp. Liên hệ trực tiếp để biết thông tin chi tiết."
Bentley Mulsanne 6.8 V8 2014,7900000000,2014,Sedan,Nhập khẩu,53000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"Benội thấtley Mulsanne 6.8 V8 sản xuất 2014, chạy hơn 5 vạn km như mới! Cam kết về chất lượng, hỗ trợ sang tên, trả góp lãi suất thấp. Liên hệ trực tiếp để biết thông tin chi tiết."
McLaren 720S 4.0 V8 2017,8900000000,2017,Sport Car,Nhập khẩu,12000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"McLaren 720S sản xuất 2017, chạy hơn vạn như mới. Giá hợp lý Các dân chơi bơi hết vào đây. SĐT 0944 33 88 99."
Land Rover Range Rover Evoque evoque 2014,790000000,2014,SUV,Nhập khẩu,60000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"Range Rover Evoque Dynamic(bản cao nhất của Evoque). Sản xuất 2014 chạy 6 vạn siêu mới! Xe trang bị hộp số 9 cấp dẫn động 4 bánh, đèn xenon mắt liếc, tự động pha/cốt, âm thành vòm 17 loa Meridian, 5 camera, cảnh báo làn, đèn gầm, cốp điện, cửa nóc toàn cảnh, 2 bô vuông, sấy sưởi làm mát ghế trước sau, lùi chuồng tự động, nội thất 2 màu, lazang 20 inch, Cruise Conội thấtrol thông minh hỗ trợ phanh tự động, cảm biến đo mực nước khi đi vào đường ngập.. Liên hệ trực tiếp để biết thông tin chi tiết. Hotline/zalo 0944338899."
Toyota Innova 2.0E 2015,290000000,2015,SUV,Trong nước,120000,Hà Nội,Hà Đông,Số sàn,Máy xăng,Bán innova sx 2015 chính chủ xe ko dịch vụ ko va đụng cực đẹp lốp mới.
Toyota Vios 1.5E MT 2022,385000000,2022,Sedan,Trong nước,20000,Tp.HCM,Quận 2,Số sàn,Máy xăng,"Bán xe Toyota Vios 2022, số sàn 1.5E MT, màu vàng cát. Odo chuẩn 20.000 km, bao vào hãng kiểm tra. Cam kết 100% không đâm đụng, không ngập nước, chuẩn đồng hồ km. Xem xe bao thầy thợ kiểm tra và test hãng toàn quốc. Xe nguyên zin không lỗi nhỏ, 5 lốp zin theo xe, bánh sơ cua chưa hạ. Hỗ trợ vay ngân hàng. Hỗ trợ sang tên. Hỗ trợ giao xe tận nhà. Pháp lý sang tên chuẩn. Bảo hành khi mua. Bên em bán có văn bản cam kết chất lượng xe. Giá: 385 triệu. LH: 0705.555.500 gặp Đức, quận 2, TP HCM."
Mercedes-Benz GLC 300 4Matic 2023,2678000000,2023,SUV,Trong nước,3333,Tp.HCM,Quận 7,Số tự động,Máy xăng,"#MercedesBenz GLC3004Matic Model 2024 Odo 3.333 Cay (sang trọng hiện đại). Màu trắng/nội thất nâu. Động cơ 2.0L tăng áp kết hợp động cơ điện EQ Boots sản sinh công suất 258 mã lực, hộp số 9 cấp cùng hệ thống dẫn động 4 bánh toàn thời gian. Xe trang bị: Đèn pha Digital Light hiện đại bậc nhất, mâm AMG 20 inch, nội thất thể thao AMG Line bọc da Artico, ốp nhôm vân carbon, màn hình cảm ứng 11.9 inch MBUX mới, 15 loa Burmester 3D, đèn viền 64 màu, sạc không dây, cửa sổ trời toàn cảnh, đá cốp,.. Bảo hành chính hãng không giới hạn km, Bao test hãng Toàn Quốc. Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp. CAM KẾT: Xe không đâm đụng, không ngập nước, km chuẩn. Ngân hàng hỗ trợ 70% 90%. Giá tham khảo: 2. Tỷ 678 VND. 0966876509 (HÀ TẤN PHÁT). Salon Good Car Always like new. 290 Nguyễn Văn Linh, Bình Thuận, Quận 7, TPHCM."
Mercedes-Benz AMG GLE 53 4MATIC Coupe 2022,4278000000,2022,Coupe,Trong nước,4,Tp.HCM,Quận 7,Số tự động,Máy xăng,"#MercedesAMGGLE534MATIC+Coupe Model 2022 Odo: 15.000 Cay (Dòng Coupe Hiệu Năng Cao). Màu xanh/ nội thất nâuđen. Động cơ 3.0L tăng áp cho công suất tối đa 435 mã lực, hộp số 9 cấp và hệ dẫn động 4MATIC+. Xe trang bị: Đèn MultiBeamLed, mâm AMG 21 inch, vô lăng AMG Performance, ghế da nappa, 2 màn hình 12.3 inch, 13 loa Burmester, Air Balance, cửa sổ trời, cam 360, đá cốp, nâng hạ gầm, HUD,.. Bảo hành chính hãng không giới hạn km, Bao test hãng Toàn Quốc. Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp. CAM KẾT: Xe không đâm đụng, không ngập nước, km chuẩn. Ngân hàng hỗ trợ 70% 90%. Giá tham khảo: 4. Tỷ 278 VND. Hotline Inbox Zalo (HÀ TẤN PHÁT). : 0966876509. Salon Good Car Always like new. 290 Nguyễn Văn Linh, Bình Thuận, Quận 7, TPHCM."
Porsche Cayenne S 2018,4299000000,2018,SUV,Nhập khẩu,27000,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Porsche Cayenne S 2018 cực mới, đi 27 ngàn km vs list option build hơn tỷ. Gía 4 tỷ 599 triệu. ———————————————. WashUp Mua bán và detailing ô tô chuyên nghiệp. Huy Kha 0907000066. 125127 đường số 10 phường Tân phong quận 7, phú Mỹ Hưng. Xe đảm bảo ko đâm đụng, ngập nước. Bao test hãng. Bao bank, duyệt hồ sơ trong ngày."
Kia Cerato 2.0 AT Premium 2019,505000000,2019,Sedan,Trong nước,60000,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Cerato 2.0 Pre 2019, kiểu dáng hiện đại, Tiện nghi đầy đủ, đi rất lành và đặc biệt tiết kiệm nhiên liệu. Thân vỏ form xe cực đẹp, Nội thất mới tinh từng chi tiết. Odo: 6 vạn km, động cơ hộp số zin từng con ốc, máy êm tình trạng vận hành rất tốt. Film cách nhiệt full kính, Cam hành trình. Option đầy đủ: Cửa nóc, cốp điện, ghế điện, Cruiserconội thấtrol, 3 chế độ lái, Cân bằng điện tử, đèn Bi Led, túi khí quanh xe.. Hệ thống an toàn đầy đủ. Giá bán 505 triệu, full bảo dưỡng, xe đẹp bao check. Hỗ trợ Bank nhanh gọn, lãi suất ưu đãi. Các bác nhu cầu gọi em Vương. 5 Trần vỹ, Cầu giấy, Hà nội."
